Immunization Status of School-Age Children in Illinois for School Year 2014-2015,,,,,,,,,,,,,,,,
Region-County-District-Type-School (RCDTS) ,District,Facility,,,,,,Polio,,,,,,,,
,,,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %
19022002X100000,Nonpublic School,Christ The King School,39,0,0,0,100.00%,39,0,0,0,0,0,39,0,100.00%
19022003X100000,Nonpublic School,Holy Trinity,191,0,0,0,100.00%,182,8,0,1,0,0,182,9,95.29%
190220040021009,Addison SD 4,Indian Trail Jr High School,"1,329",0,0,0,100.00%,"1,326",3,0,0,0,0,"1,326",3,99.77%
190220040022002,Addison SD 4,Army Trail Elem School,502,7,7,14,97.21%,492,2,0,0,1,7,492,10,98.01%
190220040022003,Addison SD 4,Fullerton Elem School,512,0,0,0,100.00%,511,1,0,0,0,0,511,1,99.80%
190220040022004,Addison SD 4,Lake Park Elem School,406,0,0,0,100.00%,406,0,0,0,0,0,406,0,100.00%
190220040022005,Addison SD 4,Lincoln Elem School,432,0,0,0,100.00%,432,0,0,0,0,0,432,0,100.00%
190220040022008,Addison SD 4,Wesley Elem School,391,0,0,0,100.00%,390,1,0,0,0,0,390,1,99.74%
190220040022010,Addison SD 4,Stone Elem School,362,0,0,0,100.00%,360,2,0,0,0,0,360,2,99.45%
190220040022011,Addison SD 4,Ardmore Elem School,382,0,0,0,100.00%,380,0,0,2,0,0,380,2,99.48%
19022004X060000,Nonpublic School,Immanuel Lutheran School,224,7,0,0,96.88%,216,1,1,2,0,4,216,8,96.43%
19022006X060000,Nonpublic School,Lutheran School of St Luke,136,9,0,0,93.38%,135,1,0,0,0,0,135,1,99.26%
190220070021004,Wood Dale SD 7,Wood Dale Jr High School,396,3,1,4,98.99%,393,0,0,3,0,0,393,3,99.24%
190220070022002,Wood Dale SD 7,Oakbrook Elem School,342,4,1,4,98.54%,329,0,0,9,0,4,329,13,96.20%
190220070022003,Wood Dale SD 7,Westview Elem School,336,0,0,0,100.00%,336,0,0,0,0,0,336,0,100.00%
190220070023001,Wood Dale SD 7,Early Childhood Education Center,134,0,0,0,100.00%,130,1,0,3,0,0,130,4,97.01%
19022008X100000,Nonpublic School,Notre Dame School,225,0,0,0,100.00%,225,0,0,0,0,0,225,0,100.00%
190220100021001,Itasca SD 10,F E Peacock Middle School,319,0,1,1,99.69%,316,0,0,2,1,0,316,3,99.06%
190220100022002,Itasca SD 10,Elmer H Franzen Intermediate Sch,342,1,0,1,99.71%,340,0,1,0,0,1,340,2,99.42%
190220100022003,Itasca SD 10,Raymond Benson Primary School,327,0,0,0,100.00%,319,5,1,2,0,0,319,8,97.55%
19022010X100000,Nonpublic School,St Alexander,133,0,5,0,96.24%,128,1,0,4,0,0,128,5,96.24%
190220110021003,Medinah SD 11,Medinah Middle School,242,4,0,1,98.35%,239,1,0,1,0,1,239,3,98.76%
190220110022001,Medinah SD 11,Medinah Intermediate School,202,2,0,0,99.01%,200,0,0,0,0,2,200,2,99.01%
190220110022002,Medinah SD 11,Medinah Primary School,210,2,0,0,99.05%,205,3,0,1,0,1,205,5,97.62%
190220120021005,Roselle SD 12,Roselle Middle School,262,0,0,0,100.00%,260,1,1,0,0,0,260,2,99.24%
190220120022004,Roselle SD 12,Spring Hills Elem School,431,0,0,0,100.00%,425,4,1,1,0,0,425,6,98.61%
19022012X100000,Nonpublic School,Holy Family Catholic School,195,4,2,0,96.92%,191,0,2,0,0,2,191,4,97.95%
190220130021001,Bloomingdale SD 13,Westfield Middle School,391,0,0,0,100.00%,383,8,0,0,0,0,383,8,97.95%
190220130022002,Bloomingdale SD 13,Dujardin Elementary School,377,0,0,0,100.00%,367,10,0,0,0,0,367,10,97.35%
190220130022004,Bloomingdale SD 13,Erickson Elementary School,477,0,0,0,100.00%,466,10,0,1,0,0,466,11,97.69%
19022013Y100000,Nonpublic School,St Francis High School,822,0,0,0,100.00%,817,5,0,0,0,0,817,5,99.39%
19022014X010000,Nonpublic School,Avery Coonley School,365,1,0,1,99.73%,360,5,0,0,0,0,360,5,98.63%
190220150021004,Marquardt SD 15,Marquardt Middle School,818,16,1,10,97.92%,801,3,0,1,0,13,801,17,97.92%
190220150022001,Marquardt SD 15,G Stanley Hall Elem School,422,11,1,9,97.16%,408,4,0,0,0,10,408,14,96.68%
190220150022003,Marquardt SD 15,Reskin Elem School,463,5,0,4,98.92%,456,3,0,1,0,3,456,7,98.49%
190220150022004,Marquardt SD 15,Winnebago Elem School,462,2,2,2,99.13%,457,3,0,0,0,2,457,5,98.92%
190220150022006,Marquardt SD 15,Black Hawk Elem School,544,7,1,5,98.53%,534,3,0,0,0,7,534,10,98.16%
19022015X060000,Nonpublic School,Trinity Lutheran School,248,0,0,0,100.00%,227,11,0,10,0,0,227,21,91.53%
190220160021004,Queen Bee SD 16,Glenside Middle School,701,5,3,8,98.86%,701,0,0,0,0,0,701,0,100.00%
190220160022001,Queen Bee SD 16,Americana Intermediate School,414,0,1,1,99.76%,412,2,0,0,0,0,412,2,99.52%
190220160022005,Queen Bee SD 16,Glen Hill Primary,459,9,0,9,98.04%,452,0,0,0,0,7,452,7,98.47%
190220160022006,Queen Bee SD 16,Pheasant Ridge Primary School,412,0,1,1,99.76%,412,0,0,0,0,0,412,0,100.00%
19022016Y100000,Nonpublic School,I C Catholic Prep,312,0,0,0,100.00%,309,0,3,0,0,0,309,3,99.04%
19022017X100000,Nonpublic School,St Irene School,155,0,0,0,100.00%,151,4,0,0,0,0,151,4,97.42%
19022018Z160000,Nonpublic School,Carmel Montessori Academy,25,0,0,0,100.00%,22,3,0,0,0,0,22,3,88.00%
19022019X100000,Nonpublic School,St John The Baptist,164,0,0,0,100.00%,157,5,2,0,0,0,157,7,95.73%
190220200021001,Keeneyville SD 20,Spring Wood Middle School,487,5,0,5,98.97%,485,2,0,0,0,0,485,2,99.59%
190220200022002,Keeneyville SD 20,Waterbury Elem School,516,3,0,3,99.42%,512,0,0,1,1,2,512,4,99.22%
190220200022003,Keeneyville SD 20,Greenbrook Elem School,511,0,3,3,99.41%,508,3,0,0,0,0,508,3,99.41%
19022020X060000,Nonpublic School,St John Lutheran,245,0,0,0,100.00%,240,5,0,0,0,0,240,5,97.96%
19022023X100000,Nonpublic School,St Joseph School,461,0,0,0,100.00%,453,7,1,0,0,0,453,8,98.26%
19022024X100000,Nonpublic School,St Joan of Arc,508,0,0,0,100.00%,498,10,0,0,0,0,498,10,98.03%
190220250021001,Benjamin SD 25,Benjamin Middle School,309,0,0,0,100.00%,303,3,0,3,0,0,303,6,98.06%
190220250022002,Benjamin SD 25,Evergreen Elementary School,386,1,0,0,99.74%,369,13,2,1,0,1,369,17,95.60%
19022025X160000,Nonpublic School,Seton Little Peoples Montessori,196,19,0,0,90.31%,184,10,0,0,0,2,184,12,93.88%
19022027X100000,Nonpublic School,Our Lady of Peace,366,0,0,0,100.00%,363,3,0,0,0,0,363,3,99.18%
19022028X100000,Nonpublic School,St Mary of Gostyn School,470,4,0,0,99.15%,468,2,0,0,0,0,468,2,99.57%
19022030X100000,Nonpublic School,St Matthew School,318,10,0,0,96.86%,308,0,0,0,0,10,308,10,96.86%
19022031X100000,Nonpublic School,St Michael,564,0,0,0,100.00%,558,6,0,0,0,0,558,6,98.94%
190220330021006,West Chicago ESD 33,West Chicago Middle School,"1,302",17,27,44,96.62%,"1,296",2,0,0,0,4,"1,296",6,99.54%
190220330022001,West Chicago ESD 33,Gary Elementary School,572,3,0,3,99.48%,565,4,0,0,0,3,565,7,98.78%
190220330022002,West Chicago ESD 33,Indian Knoll Elem School,412,2,4,6,98.54%,408,2,0,0,0,2,408,4,99.03%
190220330022004,West Chicago ESD 33,Pioneer Elem School,449,6,0,6,98.66%,443,0,0,0,0,6,443,6,98.66%
190220330022005,West Chicago ESD 33,Turner Elem School,383,3,4,7,98.17%,378,3,0,0,0,2,378,5,98.69%
190220330022006,West Chicago ESD 33,Currier Elementary School,482,1,2,3,99.38%,481,0,0,0,0,1,481,1,99.79%
190220330022007,West Chicago ESD 33,Wegner Elementary School,504,3,2,5,99.01%,494,7,1,0,0,2,494,10,98.02%
190220330023001,West Chicago ESD 33,Early Learning Center,172,0,0,0,100.00%,172,0,0,0,0,0,172,0,100.00%
190220330023003,West Chicago ESD 33,Trinity School,156,0,0,0,100.00%,155,1,0,0,0,0,155,1,99.36%
190220340022001,Winfield SD 34,Winfield Primary School,119,0,0,0,100.00%,112,5,1,1,0,0,112,7,94.12%
190220340022002,Winfield SD 34,Winfield Central School,216,0,0,0,100.00%,205,9,1,1,0,0,205,11,94.91%
19022034X100000,Nonpublic School,SS Peter and Paul School,565,0,0,0,100.00%,553,12,0,0,0,0,553,12,97.88%
19022035X100000,Nonpublic School,St Petronille,532,0,0,0,100.00%,527,3,2,0,0,0,527,5,99.06%
19022037X100000,Nonpublic School,St Pius X,485,13,0,0,97.32%,472,0,0,0,0,13,472,13,97.32%
19022038Y100000,Nonpublic School,Benet Academy,"1,333",0,0,0,100.00%,"1,315",15,0,3,0,0,"1,315",18,98.65%
19022039X100000,Nonpublic School,St Raphael School,299,0,0,0,100.00%,292,7,0,0,0,0,292,7,97.66%
19022040X100000,Nonpublic School,St Scholastica School,256,0,0,0,100.00%,254,0,2,0,0,0,254,2,99.22%
190220410021009,Glen Ellyn SD 41,Hadley Junior High School,"1,177",0,0,0,100.00%,"1,158",16,2,1,0,0,"1,158",19,98.39%
190220410022001,Glen Ellyn SD 41,Abraham Lincoln Elem School,542,0,0,0,100.00%,532,9,1,0,0,0,532,10,98.15%
190220410022002,Glen Ellyn SD 41,Benjamin Franklin Elem School,563,4,0,4,99.29%,554,4,0,2,0,3,554,9,98.40%
190220410022003,Glen Ellyn SD 41,Churchill Elem School,663,5,0,1,99.25%,647,13,0,2,0,1,647,16,97.59%
190220410022004,Glen Ellyn SD 41,Forest Glen Elem School,565,3,1,3,99.29%,554,8,0,0,0,3,554,11,98.05%
19022041X100000,Nonpublic School,St Walter School,605,20,0,0,96.69%,595,4,2,0,0,4,595,10,98.35%
19022042Y030000,Nonpublic School,Timothy Christian High School,350,2,0,0,99.43%,340,8,2,0,0,0,340,10,97.14%
19022043X030000,Nonpublic School,Naperville Christian Academy,86,0,0,0,100.00%,77,9,0,0,0,0,77,9,89.53%
190220440021009,Lombard SD 44,Glenn Westlake Middle School,"1,004",0,0,0,100.00%,997,3,0,4,0,0,997,7,99.30%
190220440022001,Lombard SD 44,Butterfield Elem School,409,0,0,0,100.00%,404,4,0,1,0,0,404,5,98.78%
190220440022005,Lombard SD 44,Wm Hammerschmidt Elem School,431,0,0,0,100.00%,422,8,0,1,0,0,422,9,97.91%
190220440022009,Lombard SD 44,Manor Hill Elem School,267,0,0,0,100.00%,261,4,0,2,0,0,261,6,97.75%
190220440022010,Lombard SD 44,Park View Elem School,276,0,0,0,100.00%,270,3,0,3,0,0,270,6,97.83%
190220440022012,Lombard SD 44,Pleasant Lane Elem School,292,0,0,0,100.00%,286,5,1,0,0,0,286,6,97.95%
190220440022013,Lombard SD 44,Madison Elementary School,469,0,0,0,100.00%,466,3,0,0,0,0,466,3,99.36%
190220450021006,SD 45 DuPage County,Jackson Middle School,664,4,0,4,99.40%,655,7,0,2,0,0,655,9,98.64%
190220450021007,SD 45 DuPage County,Jefferson Middle School,442,13,0,13,97.06%,425,4,0,6,0,7,425,17,96.15%
190220450022001,SD 45 DuPage County,Ardmore Elem School,526,2,0,0,99.62%,513,9,0,2,0,2,513,13,97.53%
190220450022010,SD 45 DuPage County,North Elem School,424,4,0,4,99.06%,416,4,0,0,0,4,416,8,98.11%
190220450022011,SD 45 DuPage County,Schafer Elem School,495,3,0,3,99.39%,489,1,2,0,0,3,489,6,98.79%
190220450022013,SD 45 DuPage County,Westmore Elem School,446,3,0,1,99.33%,439,5,0,0,0,2,439,7,98.43%
190220450022015,SD 45 DuPage County,York Center Elem School,218,3,0,1,98.62%,212,4,0,0,0,2,212,6,97.25%
190220450022016,SD 45 DuPage County,Stevenson School,283,2,0,2,99.29%,274,7,0,0,0,2,274,9,96.82%
19022046X100000,Nonpublic School,Visitation,473,0,0,0,100.00%,466,5,2,0,0,0,466,7,98.52%
19022047Y260000,Nonpublic School,Wheaton Academy,660,0,0,0,100.00%,623,28,1,8,0,0,623,37,94.39%
190220480021003,Salt Creek SD 48,John E Albright Middle School,208,0,0,0,100.00%,208,0,0,0,0,0,208,0,100.00%
190220480022001,Salt Creek SD 48,Salt Creek Elem School,125,1,0,1,99.20%,122,1,0,0,1,1,122,3,97.60%
190220480022002,Salt Creek SD 48,Stella May Swartz Elem School,146,0,0,0,100.00%,144,1,0,1,0,0,144,2,98.63%
19022048X260000,Nonpublic School,Wheaton Christian Grammar School,522,0,0,0,100.00%,494,25,0,3,0,0,494,28,94.64%
19022052X100000,Nonpublic School,Sacred Heart,199,0,0,0,100.00%,188,5,4,2,0,0,188,11,94.47%
190220530021001,Butler SD 53,Butler Junior High School,161,0,0,0,100.00%,160,1,0,0,0,0,160,1,99.38%
190220530022002,Butler SD 53,Brook Forest Elem School,325,0,0,0,100.00%,312,12,0,1,0,0,312,13,96.00%
190220530023001,Butler SD 53,Oak Brook Park District,5,0,0,0,100.00%,5,0,0,0,0,0,5,0,100.00%
19022053X100000,Nonpublic School,Immaculate Conception Grade Sch,556,0,0,0,100.00%,551,3,2,0,0,0,551,5,99.10%
19022054X100000,Nonpublic School,St James the Apostle,213,0,0,0,100.00%,211,1,0,1,0,0,211,2,99.06%
19022055Y100000,Nonpublic School,Montini Catholic High School,685,0,0,0,100.00%,675,8,2,0,0,0,675,10,98.54%
19022057X100000,Nonpublic School,St Isidore School,294,0,0,0,100.00%,288,4,0,2,0,0,288,6,97.96%
190220580021014,Downers Grove GSD 58,Herrick Middle School,644,0,0,0,100.00%,639,4,0,1,0,0,639,5,99.22%
190220580021015,Downers Grove GSD 58,O Neill Middle School,463,0,0,0,100.00%,459,4,0,0,0,0,459,4,99.14%
190220580022001,Downers Grove GSD 58,Belle Aire Elem School,244,0,0,0,100.00%,236,8,0,0,0,0,236,8,96.72%
190220580022002,Downers Grove GSD 58,El Sierra Elem School,363,2,2,2,98.90%,358,4,0,0,0,1,358,5,98.62%
190220580022003,Downers Grove GSD 58,Fairmount Elem School,370,0,0,0,100.00%,365,5,0,0,0,0,365,5,98.65%
190220580022004,Downers Grove GSD 58,Highland Elem School,362,0,0,0,100.00%,357,4,0,1,0,0,357,5,98.62%
190220580022005,Downers Grove GSD 58,Hillcrest Elem School,394,0,0,0,100.00%,389,3,0,0,2,0,389,5,98.73%
190220580022006,Downers Grove GSD 58,Indian Trail Elem School,382,1,0,0,99.74%,376,2,0,3,0,1,376,6,98.43%
190220580022007,Downers Grove GSD 58,Kingsley Elem School,352,0,1,1,99.72%,336,13,0,0,3,0,336,16,95.45%
190220580022008,Downers Grove GSD 58,Lester Elem School,519,0,0,0,100.00%,507,11,1,0,0,0,507,12,97.69%
190220580022010,Downers Grove GSD 58,Pierce Downer Elem School,420,0,0,0,100.00%,415,3,2,0,0,0,415,5,98.81%
190220580022013,Downers Grove GSD 58,Whittier Elem School,342,4,0,4,98.83%,329,9,0,0,0,4,329,13,96.20%
190220580022014,Downers Grove GSD 58,Henry Puffer School,297,0,0,0,100.00%,288,8,0,1,0,0,288,9,96.97%
19022058X100000,Nonpublic School,Holy Ghost School,146,0,0,0,100.00%,145,1,0,0,0,0,145,1,99.32%
190220600021001,Maercker SD 60,Westview Hills Middle School,421,3,0,2,99.29%,419,1,0,1,0,0,419,2,99.52%
190220600022001,Maercker SD 60,Holmes Elem School,479,1,1,0,99.58%,468,9,1,1,0,0,468,11,97.70%
19022060X100000,Nonpublic School,St Isaac Jogues,455,18,2,0,95.60%,443,4,5,0,0,3,443,12,97.36%
190220610021004,Darien SD 61,Eisenhower Jr High School,521,1,1,1,99.62%,517,3,1,0,0,0,517,4,99.23%
190220610022001,Darien SD 61,Mark DeLay School,569,3,4,7,98.77%,555,7,1,4,0,2,555,14,97.54%
190220610022002,Darien SD 61,Lace Elem School,513,0,1,0,99.81%,505,8,0,0,0,0,505,8,98.44%
19022061X060000,Nonpublic School,Trinity Lutheran School,76,0,0,0,100.00%,75,1,0,0,0,0,75,1,98.68%
190220620021001,Gower SD 62,Gower Middle School,381,7,0,0,98.16%,378,2,0,0,0,1,378,3,99.21%
190220620022002,Gower SD 62,Gower West Elem School,446,17,1,0,95.96%,430,2,1,0,1,12,430,16,96.41%
190220630021001,Cass SD 63,Cass Jr High School,312,18,0,0,94.23%,309,2,0,0,0,1,309,3,99.04%
190220630022002,Cass SD 63,Concord Elem School,461,12,0,0,97.40%,451,5,2,1,0,2,451,10,97.83%
19022065X030000,Nonpublic School,Timothy Christian Elem  Midd Sch,718,22,0,0,96.94%,691,13,0,4,0,10,691,27,96.24%
190220660021001,Center Cass SD 66,Lakeview Jr High School,361,0,0,0,100.00%,359,2,0,0,0,0,359,2,99.45%
190220660022002,Center Cass SD 66,Elizabeth Ide Elem School,300,0,0,0,100.00%,295,5,0,0,0,0,295,5,98.33%
190220660022004,Center Cass SD 66,Prairieview Elementary School,361,0,0,0,100.00%,358,3,0,0,0,0,358,3,99.17%
19022066Z200000,Nonpublic School,Marquette Manor Baptist Academy,146,12,8,0,86.30%,125,6,5,0,0,10,125,21,85.62%
190220680021001,Woodridge SD 68,Thomas Jefferson Jr High School,628,16,0,0,97.45%,621,6,0,0,0,1,621,7,98.89%
190220680022001,Woodridge SD 68,Edgewood Elem School,393,15,0,1,96.18%,388,2,0,2,0,1,388,5,98.73%
190220680022002,Woodridge SD 68,Goodrich Elem School,334,5,0,0,98.50%,329,4,0,0,0,1,329,5,98.50%
190220680022003,Woodridge SD 68,Meadowview Elem School,431,8,0,0,98.14%,430,1,0,0,0,0,430,1,99.77%
190220680022004,Woodridge SD 68,Willow Creek Elem School,384,12,0,0,96.88%,379,3,1,0,0,1,379,5,98.70%
190220680022005,Woodridge SD 68,William F Murphy Elem School,499,14,0,0,97.19%,498,1,0,0,0,0,498,1,99.80%
190220680022006,Woodridge SD 68,John L Sipley Elem School,331,5,0,0,98.49%,329,1,0,0,0,1,329,2,99.40%
19022068X160000,Nonpublic School,All About Kids Montessori Sch,21,0,0,0,100.00%,21,0,0,0,0,0,21,0,100.00%
19022069X260000,Nonpublic School,Medinah Christian School,130,14,1,0,88.46%,120,7,1,0,0,2,120,10,92.31%
19022070X060000,Nonpublic School,Concord Lutheran School,127,0,0,0,100.00%,113,1,1,12,0,0,113,14,88.98%
19022071X100000,Nonpublic School,All Saints Catholic Academy,535,0,0,0,100.00%,534,1,0,0,0,0,534,1,99.81%
19022075X260000,Nonpublic School,Downers Grove Christian School,45,2,0,0,95.56%,43,1,1,0,0,0,43,2,95.56%
19022078X060000,Nonpublic School,Good Shepherd Lutheran Sch,85,0,0,0,100.00%,85,0,0,0,0,0,85,0,100.00%
19022079X160000,Nonpublic School,Little Blossom Montessori School,38,0,0,0,100.00%,38,0,0,0,0,0,38,0,100.00%
19022081X140000,Nonpublic School,Clapham School,109,0,0,0,100.00%,88,17,0,4,0,0,88,21,80.73%
19022082X160000,Nonpublic School,Maple Tree Academy,69,4,0,0,94.20%,63,0,6,0,0,0,63,6,91.30%
19022083X160000,Nonpublic School,Meher Montessori Academy,23,0,0,0,100.00%,23,0,0,0,0,0,23,0,100.00%
190220860170001,Hinsdale Twp HSD 86,Hinsdale Central High School,"2,815",0,0,0,100.00%,"2,797",18,0,0,0,0,"2,797",18,99.36%
190220860170002,Hinsdale Twp HSD 86,Hinsdale South High School,"1,634",2,0,2,99.88%,"1,620",10,3,1,0,0,"1,620",14,99.14%
190220870170001,Glenbard Twp HSD 87,Glenbard East High School,"2,425",128,31,31,93.44%,"2,376",26,1,12,0,10,"2,376",49,97.98%
190220870170002,Glenbard Twp HSD 87,Glenbard North High School,"2,307",0,9,9,99.61%,"2,292",7,0,8,0,0,"2,292",15,99.35%
190220870170003,Glenbard Twp HSD 87,Glenbard West High School,"2,303",6,0,3,99.74%,"2,293",8,0,2,0,0,"2,293",10,99.57%
190220870170004,Glenbard Twp HSD 87,Glenbard South High School,"1,252",1,9,10,99.20%,"1,241",11,0,0,0,0,"1,241",11,99.12%
190220880160001,DuPage HSD 88,Addison Trail High School,"2,070",8,0,0,99.61%,"2,046",11,0,12,0,1,"2,046",24,98.84%
190220880160002,DuPage HSD 88,Willowbrook High School,"1,985",0,1,0,99.95%,"1,973",11,1,0,0,0,"1,973",12,99.40%
190220890041003,CCSD 89,Glen Crest Middle School,635,3,0,3,99.53%,626,8,0,1,0,0,626,9,98.58%
190220890042001,CCSD 89,Arbor View Elem School,326,2,0,1,99.39%,321,4,0,0,0,1,321,5,98.47%
190220890042002,CCSD 89,Briar Glen Elem School,309,0,0,0,100.00%,304,5,0,0,0,0,304,5,98.38%
190220890042004,CCSD 89,Park View Elem School,445,0,0,0,100.00%,439,5,0,1,0,0,439,6,98.65%
190220890042006,CCSD 89,Westfield Elem School,281,0,0,0,100.00%,276,5,0,0,0,0,276,5,98.22%
190220930041004,CCSD 93,Stratford Middle School,631,0,0,0,100.00%,625,4,2,0,0,0,625,6,99.05%
190220930042001,CCSD 93,Carol Stream Elem School,310,0,0,0,100.00%,310,0,0,0,0,0,310,0,100.00%
190220930042004,CCSD 93,Roy De Shane Elementary School,286,0,0,0,100.00%,286,0,0,0,0,0,286,0,100.00%
190220930042006,CCSD 93,Western Trails Elem School,411,1,0,1,99.76%,410,0,0,0,0,1,410,1,99.76%
190220930042007,CCSD 93,Elsie C Johnson Elem Sch,341,0,0,0,100.00%,340,1,0,0,0,0,340,1,99.71%
190220930042009,CCSD 93,Jay Stream Middle School,649,13,0,0,98.00%,644,5,0,0,0,0,644,5,99.23%
190220930042010,CCSD 93,Heritage Lakes Elem School,405,0,0,0,100.00%,398,5,2,0,0,0,398,7,98.27%
190220930042011,CCSD 93,Cloverdale  Elem School,580,0,0,0,100.00%,572,8,0,0,0,0,572,8,98.62%
190220930043001,CCSD 93,CCSD 93 Early Childhood Cntr,201,0,0,0,100.00%,200,1,0,0,0,0,200,1,99.50%
190220940160001,CHSD 94,Community High School,"2,008",0,1,1,99.95%,"1,981",22,1,4,0,0,"1,981",27,98.66%
190220990160001,CHSD 99,Comm H S Dist 99 - North H S,"2,141",0,0,0,100.00%,"2,121",20,0,0,0,0,"2,121",20,99.07%
190220990160002,CHSD 99,Comm H S Dist 99 - South High Sch,"2,831",0,0,0,100.00%,"2,803",27,0,1,0,0,"2,803",28,99.01%
190221000160001,Fenton CHSD 100,Fenton High School,"1,553",56,9,65,95.81%,"1,499",1,0,12,0,41,"1,499",54,96.52%
19022107X160000,Nonpublic School,Creative Montessori Learning Ctr,80,0,0,0,100.00%,80,0,0,0,0,0,80,0,100.00%
190221080160001,Lake Park CHSD 108,Lake Park High School,"2,676",12,9,21,99.22%,"2,657",16,2,0,0,1,"2,657",19,99.29%
19022108X160000,Nonpublic School,New Morning Childrens House,9,0,0,0,100.00%,9,0,0,0,0,0,9,0,100.00%
19022109X260000,Nonpublic School,Calvary Christian School,240,32,0,0,86.67%,225,15,0,0,0,0,225,15,93.75%
19022111X160000,Nonpublic School,Wheaton Montessori School,136,0,0,0,100.00%,136,0,0,0,0,0,136,0,100.00%
19022112X110000,Nonpublic School,Downers Grove Adventist,30,0,0,0,100.00%,30,0,0,0,0,0,30,0,100.00%
19022117X160000,Nonpublic School,Montessori Childrens Academy,48,0,0,0,100.00%,48,0,0,0,0,0,48,0,100.00%
19022123X160000,Nonpublic School,Montessori Academy of Glen Ellen,65,0,0,0,100.00%,52,13,0,0,0,0,52,13,80.00%
19022127Z230000,Nonpublic School,Islamic Foundation School,648,5,0,0,99.23%,645,3,0,0,0,0,645,3,99.54%
19022131X160000,Nonpublic School,Seton Academy,33,2,0,1,93.94%,15,3,12,2,0,1,15,18,45.45%
19022135X160000,Nonpublic School,DuPage Montessori School,177,26,11,0,79.10%,165,7,0,1,0,4,165,12,93.22%
19022136Z230000,Nonpublic School,College Preparatry Sch of America,400,0,0,0,100.00%,400,0,0,0,0,0,400,0,100.00%
19022137X160000,Nonpublic School,DuPage Montessori in Wheaton,44,2,0,0,95.45%,42,2,0,0,0,0,42,2,95.45%
19022143X010000,Nonpublic School,Four Winds Waldorf School,98,0,0,0,100.00%,59,39,0,0,0,0,59,39,60.20%
19022151X010000,Nonpublic School,Kingswood Academy,120,3,0,0,97.50%,107,13,0,0,0,0,107,13,89.17%
19022153X170000,Nonpublic School,Pythagoras Childrens Academy,107,0,0,0,100.00%,101,6,0,0,0,0,101,6,94.39%
19022160X160000,Nonpublic School,Naperville Montessori School,98,7,0,0,92.86%,94,2,0,0,0,2,94,4,95.92%
19022161X010000,Nonpublic School,Delphi Academy of Chicago,37,0,0,0,100.00%,34,3,0,0,0,0,34,3,91.89%
19022162X160000,Nonpublic School,Aurora Montessori School,137,7,0,0,94.89%,134,1,2,0,0,0,134,3,97.81%
19022166X010000,Nonpublic School,Elmhurst Acad Early Learning,79,0,0,0,100.00%,79,0,0,0,0,0,79,0,100.00%
19022177X160000,Nonpublic School,Discover Montessori Learn Cntr,3,0,0,0,100.00%,3,0,0,0,0,0,3,0,100.00%
19022178X070000,Nonpublic School,Wheatland Salem Christian Acad,208,0,0,0,100.00%,208,0,0,0,0,0,208,0,100.00%
190221800041001,CCSD 180,Burr Ridge Middle School,280,13,4,1,93.93%,270,1,0,1,1,7,270,10,96.43%
190221800042002,CCSD 180,Anne M Jeans Elem School,409,18,6,1,94.13%,384,6,0,4,1,14,384,25,93.89%
19022180X160000,Nonpublic School,Sunrise Montessori Academy,6,0,0,0,100.00%,6,0,0,0,0,0,6,0,100.00%
190221810041002,Hinsdale CCSD 181,Hinsdale Middle School,795,3,0,3,99.62%,787,8,0,0,0,0,787,8,98.99%
190221810041003,Hinsdale CCSD 181,Clarendon Hills Middle School,641,0,0,0,100.00%,641,0,0,0,0,0,641,0,100.00%
190221810042001,Hinsdale CCSD 181,Elm Elem School,312,0,0,0,100.00%,307,5,0,0,0,0,307,5,98.40%
190221810042003,Hinsdale CCSD 181,Madison Elem School,385,0,0,0,100.00%,381,4,0,0,0,0,381,4,98.96%
190221810042004,Hinsdale CCSD 181,Monroe Elem School,412,0,0,0,100.00%,405,6,1,0,0,0,405,7,98.30%
190221810042006,Hinsdale CCSD 181,Oak Elem School,345,2,0,2,99.42%,337,7,0,1,0,0,337,8,97.68%
