Immunization School Survey Report 2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCDT,Region,District,School,Total Sch. Enroll.,Total - NC,Unduplic.,Total Excluded,NC-PE Only,Polio Prot.,Polio Rel.,Polio Med.,Polio App. Sch.,Polio UP/NC,Polio Total,DTP Prot.,DTP-Rel.,DTP-Med.,DTP-AS,DTP-UP/NC,DTP-Total,Meas. Prot.,Meas. Rel.,Meas. Med.,Meas. AS,Meas. UP/NC,Meas. Total,Rubella Prot.,Rubella-Rel.,Rubella-Med.,Rubella-AS,Rubella-UP/NC,Rubella-Total,Mump Prot.,Mump Rel.,Mump Med.,Mump AS,Mump UP/NC,Mump Total,HepB Prot.,HepB Rel.,HepB Med.,HepB AS,HepB Excluded,HepB UP/NC,HepB Total,Hib Prot.,Hib Rel.,Hib Med.,Hib AS,Hib Excluded,Hib UP/NC,Hib Total,Cpox Prot.,Cpox Rel.,Cpox Med.,Cpox AS,Cpox UP/NC,Cpox Total,,,,
31045090X16,31,090X,n/a,58,3,3,0,0,57,1,0,0,0,58,57,1,0,0,0,58,57,0,0,0,1,58,57,0,0,0,1,58,57,0,0,0,1,58,53,1,3,0,0,1,58,58,0,0,0,0,0,58,55,1,1,0,1,58,,,,
31045091X02,31,091X,n/a,62,2,1,0,1,60,1,0,0,1,62,58,1,0,2,1,62,57,1,0,3,1,62,57,1,0,3,1,62,57,1,0,3,1,62,58,1,0,2,0,1,62,59,1,0,1,0,1,62,49,1,0,11,1,62,,,,
31045092X26,31,092X,n/a,67,4,4,0,0,62,1,0,0,4,67,62,1,0,0,4,67,62,1,0,0,4,67,62,1,0,0,4,67,62,1,0,0,4,67,4,1,0,0,62,0,5,28,0,0,0,37,2,30,45,0,0,0,4,49,,,,
31045094X14,31,094X,n/a,108,0,0,0,0,104,4,0,0,0,108,103,4,0,1,0,108,104,4,0,0,0,108,104,4,0,0,0,108,104,4,0,0,0,108,103,4,0,1,0,0,108,20,0,0,0,88,0,20,50,0,0,0,0,50,,,,
31045096X01,31,096X,n/a,64,0,0,0,0,64,0,0,0,0,64,64,0,0,0,0,64,64,0,0,0,0,64,64,0,0,0,0,64,64,0,0,0,0,64,64,0,0,0,0,0,64,0,0,0,0,64,0,0,0,0,0,0,0,0,,,,
31045097X06,31,097X,n/a,270,0,0,0,0,269,1,0,0,0,270,269,1,0,0,0,270,269,1,0,0,0,270,269,1,0,0,0,270,269,1,0,0,0,270,264,5,0,1,0,0,270,120,0,0,0,150,0,120,191,0,0,0,0,191,,,,
31045098X16,31,098X,n/a,67,1,0,0,1,66,1,0,0,0,67,66,1,0,0,0,67,66,1,0,0,0,67,66,1,0,0,0,67,66,1,0,0,0,67,36,1,0,0,30,0,37,32,1,0,0,34,0,33,52,1,0,0,0,53,,,,
31045099Z06,31,099Z,n/a,35,0,0,0,0,34,1,0,0,0,35,34,1,0,0,0,35,34,1,0,0,0,35,34,1,0,0,0,35,34,1,0,0,0,35,34,1,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,,,,
31045101022,31,1010,1002,"1,480",2,1,0,1,"1,480",0,0,0,0,"1,480","1,480",0,0,0,0,"1,480","1,479",0,0,0,1,"1,480","1,479",0,0,0,1,"1,480","1,479",0,0,0,1,"1,480","1,478",0,0,0,0,2,"1,480",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
31045101022,31,1010,2003,419,0,0,0,0,415,4,0,0,0,419,415,4,0,0,0,419,415,4,0,0,0,419,415,4,0,0,0,419,415,4,0,0,0,419,413,4,0,1,1,0,418,0,0,0,0,418,0,0,415,4,0,0,0,419,,,,
31045101022,31,1010,2005,436,1,1,1,0,433,2,0,0,1,436,433,2,0,0,1,436,432,2,1,0,1,436,433,2,0,0,1,436,433,2,0,0,1,436,70,0,0,2,357,1,73,0,0,0,0,429,0,0,208,2,0,0,0,210,,,,
31045101022,31,1010,2006,487,2,0,0,2,483,3,1,0,0,487,483,3,1,0,0,487,483,3,1,0,0,487,484,2,1,0,0,487,484,2,1,0,0,487,70,1,0,4,409,0,75,0,0,0,0,484,0,0,259,1,1,0,0,261,,,,
31045101022,31,1010,2007,411,1,1,0,0,409,2,0,0,0,411,408,2,0,1,0,411,409,2,0,0,0,411,410,1,0,0,0,411,410,1,0,0,0,411,58,0,0,0,351,1,59,0,0,0,0,410,0,0,197,1,0,0,0,198,,,,
31045101022,31,1010,2009,575,0,0,0,0,574,1,0,0,0,575,574,1,0,0,0,575,573,1,1,0,0,575,573,1,1,0,0,575,573,1,1,0,0,575,147,0,0,0,426,0,147,38,0,0,0,536,0,38,284,1,0,0,0,285,,,,
31045101022,31,1010,2010,567,0,0,0,0,566,1,0,0,0,567,566,1,0,0,0,567,566,1,0,0,0,567,566,1,0,0,0,567,566,1,0,0,0,567,85,0,0,0,480,0,85,0,0,0,0,564,0,0,296,2,0,0,0,298,,,,
31045101022,31,1010,0001,"1,815",3,3,3,0,"1,808",5,0,2,0,"1,815","1,804",5,1,2,3,"1,815","1,808",5,0,2,0,"1,815","1,808",5,0,2,0,"1,815","1,808",5,0,2,0,"1,815","1,808",5,0,2,0,0,"1,815",0,0,0,0,"1,784",0,0,0,0,0,0,0,0,,,,
31045102X01,31,102X,n/a,104,14,9,0,5,99,0,0,0,5,104,98,0,0,0,6,104,94,0,0,0,10,104,94,0,0,0,10,104,94,0,0,0,10,104,26,0,0,0,71,7,33,6,0,0,0,97,1,7,44,0,0,0,6,50,,,,
31045103Y23,31,103Y,n/a,110,11,11,0,0,99,0,0,0,11,110,99,0,0,0,11,110,110,0,0,0,0,110,110,0,0,0,0,110,110,0,0,0,0,110,99,0,0,0,0,11,110,0,0,0,0,110,0,0,0,0,0,0,0,0,,,,
31045129022,31,1290,1003,863,36,32,0,4,837,4,0,7,15,863,835,4,0,8,16,863,841,4,0,6,12,863,850,4,0,0,9,863,850,4,0,0,9,863,807,4,0,21,0,31,863,0,0,0,0,863,0,0,0,0,0,0,0,0,,,,
31045129022,31,1290,1004,943,4,3,4,1,934,6,1,0,2,943,933,6,1,0,3,943,935,6,0,0,2,943,935,6,0,0,2,943,935,6,0,0,2,943,932,6,0,3,0,2,943,0,0,0,0,943,0,0,0,0,0,0,0,0,,,,
31045129022,31,1290,1005,955,5,4,2,1,953,0,0,0,2,955,953,0,0,0,2,955,953,0,0,0,2,955,953,0,0,0,2,955,953,0,0,0,2,955,946,1,2,2,0,4,955,0,0,0,0,955,0,0,0,0,0,0,0,0,,,,
31045129022,31,1290,2005,590,2,2,0,0,579,9,0,0,2,590,579,9,0,0,2,590,579,9,0,0,2,590,579,9,0,0,2,590,579,9,0,0,2,590,102,2,0,4,482,0,108,0,0,0,0,590,0,0,272,5,0,0,0,277,,,,
31045129022,31,1290,2006,504,8,6,1,2,495,1,1,1,6,504,494,1,1,2,6,504,492,1,4,1,6,504,503,1,0,0,0,504,503,1,0,0,0,504,79,0,0,2,423,0,81,0,0,0,0,504,0,0,232,0,3,0,4,239,,,,
31045129022,31,1290,2007,549,8,8,6,0,541,0,0,0,8,549,539,0,1,1,8,549,541,0,0,0,8,549,541,0,0,0,8,549,541,0,0,0,8,549,83,0,0,0,466,0,83,0,0,0,0,549,0,0,288,0,0,0,3,291,,,,
31045129022,31,1290,2008,599,8,7,0,1,592,1,0,0,6,599,595,0,0,0,4,599,594,1,0,0,4,599,596,0,0,0,3,599,596,0,0,0,3,599,103,0,0,0,496,0,103,0,0,0,0,599,0,0,195,0,0,0,2,197,,,,
31045129022,31,1290,2009,537,3,3,1,0,534,0,0,0,3,537,534,0,0,0,3,537,534,0,0,0,3,537,534,0,0,0,3,537,534,0,0,0,3,537,80,0,0,0,457,0,80,0,0,0,0,537,0,0,300,0,0,0,2,302,,,,
31045129022,31,1290,2010,300,14,11,2,3,292,0,0,2,6,300,291,0,1,2,6,300,294,0,0,0,6,300,294,0,0,0,6,300,294,0,0,0,6,300,38,0,0,4,258,0,42,11,0,0,0,289,0,11,184,0,0,0,0,184,,,,
31045129022,31,1290,2011,725,4,4,4,0,716,0,0,7,2,725,712,0,0,11,2,725,716,0,0,7,2,725,716,0,0,7,2,725,716,0,0,7,2,725,111,0,0,1,612,1,113,0,0,0,0,725,0,0,369,0,0,0,1,370,,,,
31045129022,31,1290,2012,300,5,5,0,0,298,0,0,0,2,300,298,0,0,0,2,300,298,0,0,0,2,300,298,0,0,0,2,300,298,0,0,0,2,300,48,0,0,3,249,0,51,0,0,0,0,300,0,0,145,0,0,0,0,145,,,,
31045129022,31,1290,2014,488,9,9,1,0,467,5,1,3,12,488,469,5,1,2,11,488,467,5,1,3,12,488,474,3,0,0,11,488,474,3,0,0,11,488,79,5,1,0,403,0,85,0,0,0,0,488,0,0,232,0,0,1,1,234,,,,
31045129022,31,1290,2015,524,49,45,0,4,493,0,0,4,27,524,491,0,0,6,27,524,493,0,0,4,27,524,497,0,0,0,27,524,497,0,0,0,27,524,70,0,0,3,444,7,80,0,0,0,0,524,0,0,263,0,0,1,19,283,,,,
31045129022,31,1290,2016,293,19,19,2,0,277,0,0,2,14,293,272,0,3,3,15,293,279,0,0,0,14,293,279,0,0,0,14,293,279,0,0,0,14,293,279,0,0,0,0,14,293,278,0,0,0,0,15,293,276,0,0,0,17,293,,,,
31045129022,31,1290,2017,569,0,0,0,0,568,1,0,0,0,569,568,0,1,0,0,569,569,0,0,0,0,569,569,0,0,0,0,569,569,0,0,0,0,569,89,0,0,2,478,0,91,0,0,0,0,569,0,0,273,0,0,0,0,273,,,,
31045129022,31,1290,3017,86,0,0,0,0,84,2,0,0,0,86,83,3,0,0,0,86,84,2,0,0,0,86,86,0,0,0,0,86,86,0,0,0,0,86,43,1,0,0,42,0,44,16,0,0,0,70,0,16,34,1,0,0,0,35,,,,
31045129022,31,1290,0001,"3,141",54,38,37,16,"3,126",3,1,0,11,"3,141","3,110",3,1,0,27,"3,141","3,122",3,1,4,11,"3,141","3,126",3,1,0,11,"3,141","3,126",3,1,0,11,"3,141","3,098",4,1,10,0,28,"3,141",0,0,0,0,"3,141",0,0,0,0,0,0,0,0,,,,
31045131022,31,1310,1002,844,11,10,1,1,838,2,0,0,4,844,836,2,0,0,6,844,837,2,0,0,5,844,837,2,0,0,5,844,837,2,0,0,5,844,835,2,0,0,0,7,844,0,0,0,0,844,0,0,0,0,0,0,0,0,,,,
31045131022,31,1310,1003,881,1,1,1,0,881,0,0,0,0,881,880,0,0,0,1,881,881,0,0,0,0,881,881,0,0,0,0,881,881,0,0,0,0,881,880,1,0,0,0,0,881,0,0,0,0,881,0,0,0,0,0,0,0,0,,,,
31045131022,31,1310,1004,805,4,4,1,0,803,0,0,0,2,805,802,0,0,0,3,805,804,0,0,0,1,805,805,0,0,0,0,805,805,0,0,0,0,805,792,0,1,0,11,1,794,0,0,0,0,805,0,0,0,0,0,0,0,0,,,,
31045131022,31,1310,2004,734,9,6,9,3,726,0,0,2,6,734,716,0,0,12,6,734,727,0,0,1,6,734,734,0,0,0,0,734,734,0,0,0,0,734,157,0,0,1,573,3,161,65,0,0,0,666,3,68,415,0,0,0,12,427,,,,
31045131022,31,1310,2005,930,7,5,7,2,915,2,0,8,5,930,912,2,0,11,5,930,916,2,0,7,5,930,916,2,0,7,5,930,916,2,0,7,5,930,138,0,0,5,786,1,144,0,0,0,0,930,0,0,493,0,0,0,9,502,,,,
31045131022,31,1310,2006,327,10,10,2,0,326,0,0,0,1,327,318,0,0,2,7,327,327,0,0,0,0,327,327,0,0,0,0,327,327,0,0,0,0,327,60,0,0,1,266,0,61,16,0,0,0,310,1,17,188,0,0,0,1,189,,,,
31045131022,31,1310,2007,520,1,0,0,1,514,0,0,6,0,520,514,0,0,6,0,520,512,0,1,7,0,520,516,0,1,3,0,520,516,0,1,3,0,520,81,0,0,6,433,0,87,29,0,0,0,491,0,29,286,0,0,2,0,288,,,,
31045131022,31,1310,2008,516,1,1,0,0,511,0,0,5,0,516,510,0,0,5,1,516,511,0,0,5,0,516,511,0,0,5,0,516,511,0,0,5,0,516,76,0,0,4,436,0,80,0,0,0,0,516,0,0,0,0,0,0,0,0,,,,
31045131022,31,1310,2009,786,3,2,3,1,782,0,0,2,2,786,784,0,0,0,2,786,783,0,0,1,2,786,783,0,0,1,2,786,783,0,0,1,2,786,173,0,0,2,611,0,175,49,0,0,0,737,0,49,437,0,0,0,2,439,,,,
31045131022,31,1310,2010,681,3,2,0,1,675,0,0,4,2,681,673,0,0,6,2,681,677,0,0,3,1,681,679,0,0,1,1,681,679,0,0,1,1,681,89,0,0,4,588,0,93,1,0,0,0,680,0,1,354,0,0,1,0,355,,,,
31045131022,31,1310,2011,290,4,4,0,0,286,0,0,0,4,290,286,0,0,0,4,290,285,0,0,1,4,290,285,0,0,1,4,290,285,0,0,1,4,290,51,0,0,0,239,0,51,56,0,0,0,234,0,56,150,0,0,0,0,150,,,,
31045131022,31,1310,2012,403,1,1,1,0,402,0,0,0,1,403,401,0,0,1,1,403,402,0,0,0,1,403,402,0,0,0,1,403,402,0,0,0,1,403,58,0,0,3,342,0,61,0,0,0,0,403,0,0,227,0,0,0,0,227,,,,
31045131022,31,1310,2013,682,3,2,0,1,655,0,0,24,3,682,655,0,0,24,3,682,658,0,0,22,2,682,658,0,0,22,2,682,658,0,0,22,2,682,148,0,0,8,526,0,156,53,0,0,0,629,0,53,391,0,0,2,0,393,,,,
31045131022,31,1310,2014,434,7,7,7,0,428,0,0,0,6,434,429,0,0,0,5,434,429,0,0,0,5,434,429,0,0,0,5,434,429,0,0,0,5,434,85,0,0,0,348,1,86,40,0,0,0,394,0,40,237,0,0,0,2,239,,,,
31045131022,31,1310,2015,464,10,8,0,2,460,0,0,0,4,464,459,0,0,1,4,464,460,0,0,0,4,464,460,0,0,0,4,464,460,0,0,0,4,464,58,0,0,1,402,3,62,0,0,0,0,464,0,0,236,0,0,0,1,237,,,,
31045131022,31,1310,0001,"2,600",12,11,12,1,"2,599",0,0,0,1,"2,600","2,591",0,0,0,9,"2,600","2,599",0,0,0,1,"2,600","2,599",0,0,0,1,"2,600","2,599",0,0,0,1,"2,600","2,599",0,0,0,0,1,"2,600",0,0,0,0,"2,600",0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,1001,685,3,3,3,0,679,1,0,2,3,685,673,1,0,8,3,685,680,1,0,1,3,685,680,1,0,1,3,685,680,1,0,1,3,685,673,3,0,6,0,3,685,0,0,0,0,685,0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,1004,552,4,4,2,0,547,3,0,0,2,552,547,3,0,0,2,552,545,4,1,0,2,552,549,3,0,0,0,552,549,3,0,0,0,552,544,4,1,0,0,3,552,0,0,0,0,552,0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,1005,920,2,1,1,1,914,3,0,2,1,920,914,3,0,2,1,920,914,3,0,2,1,920,914,3,0,2,1,920,914,3,0,2,1,920,901,10,0,8,0,1,920,0,0,0,0,920,0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,1008,452,1,1,0,0,450,1,0,0,1,452,451,0,0,0,1,452,449,1,1,0,1,452,450,1,0,0,1,452,450,1,0,0,1,452,445,5,1,0,0,1,452,0,0,0,0,452,0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,2001,551,0,0,0,0,550,0,0,1,0,551,548,0,2,1,0,551,548,0,0,3,0,551,551,0,0,0,0,551,551,0,0,0,0,551,109,0,0,2,440,0,111,0,0,0,0,551,0,0,78,0,0,2,0,80,,,,
31045300026,31,3000,2002,893,7,0,2,7,892,1,0,0,0,893,892,1,0,0,0,893,891,1,1,0,0,893,891,1,1,0,0,893,891,1,1,0,0,893,128,0,2,4,759,0,134,0,0,0,0,893,0,0,150,1,0,2,0,153,,,,
31045300026,31,3000,2003,571,0,0,0,0,564,2,2,3,0,571,566,2,1,2,0,571,564,2,2,3,0,571,566,1,2,2,0,571,566,1,2,2,0,571,97,0,0,0,474,0,97,0,0,0,0,571,0,0,87,0,2,0,0,89,,,,
31045300026,31,3000,2009,470,0,0,0,0,464,4,0,2,0,470,464,4,0,2,0,470,461,4,0,5,0,470,464,4,0,2,0,470,464,4,0,2,0,470,98,2,0,3,367,0,103,0,0,0,0,470,0,0,62,0,0,1,0,63,,,,
31045300026,31,3000,2010,466,0,0,0,0,458,2,5,1,0,466,458,2,5,1,0,466,456,2,6,2,0,466,461,1,4,0,0,466,462,1,3,0,0,466,73,0,0,2,391,0,75,0,0,0,0,466,0,0,65,1,0,0,0,66,,,,
31045300026,31,3000,2012,602,17,12,17,5,558,2,0,25,17,602,558,2,0,25,17,602,558,2,0,25,17,602,558,2,0,25,17,602,558,2,0,25,17,602,0,0,0,0,602,0,0,0,0,0,0,602,0,0,107,1,0,3,6,117,,,,
31045300026,31,3000,2013,600,0,0,0,0,600,0,0,0,0,600,599,0,0,1,0,600,600,0,0,0,0,600,600,0,0,0,0,600,600,0,0,0,0,600,114,0,0,3,483,0,117,0,0,0,0,600,0,0,88,1,1,1,0,91,,,,
31045300026,31,3000,2015,556,5,4,3,1,548,2,0,2,4,556,548,2,0,2,4,556,548,2,0,2,4,556,549,2,0,1,4,556,549,2,0,1,4,556,95,0,0,1,460,0,96,0,0,0,0,556,0,0,81,1,0,2,3,87,,,,
31045300026,31,3000,2016,473,5,4,1,1,460,5,0,4,4,473,461,5,0,3,4,473,462,5,0,2,4,473,462,5,0,2,4,473,462,5,0,2,4,473,0,0,0,0,473,0,0,0,0,0,0,473,0,0,110,1,0,2,2,115,,,,
31045300026,31,3000,2018,330,0,0,0,0,328,2,0,0,0,330,327,2,0,1,0,330,327,2,0,1,0,330,327,2,0,1,0,330,327,2,0,1,0,330,0,0,0,0,330,0,0,0,0,0,0,330,0,0,68,0,0,1,0,69,,,,
31045300026,31,3000,2019,593,2,2,0,0,585,7,1,0,0,593,584,7,2,0,0,593,585,7,1,0,0,593,585,7,1,0,0,593,585,7,1,0,0,593,90,0,0,0,503,0,90,0,0,0,0,593,0,0,110,0,0,0,2,112,,,,
31045300026,31,3000,2020,611,0,0,0,0,605,3,1,2,0,611,604,3,0,4,0,611,602,3,4,2,0,611,608,3,0,0,0,611,608,3,0,0,0,611,108,0,0,1,502,0,109,0,0,0,0,611,0,0,94,1,0,1,0,96,,,,
31045300026,31,3000,2021,800,43,41,10,2,767,0,0,12,21,800,766,0,0,12,22,800,774,0,0,10,16,800,786,0,0,1,13,800,786,0,0,1,13,800,0,0,0,0,800,0,0,0,0,0,0,800,0,0,146,0,0,3,20,169,,,,
31045300026,31,3000,2022,823,10,1,10,9,819,2,1,0,1,823,818,2,1,1,1,823,819,2,1,0,1,823,820,2,0,0,1,823,820,2,0,0,1,823,808,2,0,12,0,1,823,0,0,0,0,823,0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,2023,"1,814",0,0,0,0,"1,796",4,5,9,0,"1,814","1,804",3,3,4,0,"1,814","1,800",3,10,1,0,"1,814","1,806",2,4,2,0,"1,814","1,810",1,2,1,0,"1,814",96,0,0,4,"1,714",0,100,0,0,0,0,"1,814",0,0,88,1,0,1,0,90,,,,
31045300026,31,3000,3001,420,1,1,0,0,416,2,1,0,1,420,414,2,1,2,1,420,416,2,1,0,1,420,416,2,1,0,1,420,416,2,1,0,1,420,415,2,1,1,0,1,420,416,2,1,0,0,1,420,416,2,0,0,1,419,,,,
31045300026,31,3000,3002,45,0,0,0,0,45,0,0,0,0,45,41,0,0,4,0,45,44,0,1,0,0,45,45,0,0,0,0,45,45,0,0,0,0,45,44,1,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,0002,"2,455",38,16,38,22,"2,418",10,2,0,25,"2,455","2,396",11,1,2,45,"2,455","2,422",10,4,0,19,"2,455","2,425",10,4,0,16,"2,455","2,425",10,4,0,16,"2,455","2,375",23,8,19,0,30,"2,455",0,0,0,0,"2,455",0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,0003,536,0,0,0,0,531,5,0,0,0,536,528,8,0,0,0,536,531,5,0,0,0,536,531,5,0,0,0,536,531,5,0,0,0,536,524,8,3,1,0,0,536,0,0,0,0,452,0,0,0,0,0,0,0,0,,,,
31045300026,31,3000,0004,"2,061",11,2,9,9,"2,050",2,3,4,2,"2,061","2,041",3,8,7,2,"2,061","2,052",2,5,1,1,"2,061","2,054",2,3,1,1,"2,061","2,054",2,3,1,1,"2,061","2,039",4,12,4,0,2,"2,061",0,0,0,0,"2,061",0,0,0,0,0,0,0,0,,,,
31045301026,31,3010,1001,583,1,0,0,1,583,0,0,0,0,583,583,0,0,0,0,583,583,0,0,0,0,583,583,0,0,0,0,583,583,0,0,0,0,583,583,0,0,0,0,0,583,0,0,0,0,577,0,0,0,0,0,0,0,0,,,,
31045301026,31,3010,2003,314,1,0,1,1,312,0,0,2,0,314,312,0,0,2,0,314,312,0,0,2,0,314,312,0,0,2,0,314,312,0,0,2,0,314,313,0,0,1,0,0,314,313,0,0,1,0,0,314,312,0,0,2,0,314,,,,
31045301026,31,3010,2004,219,1,1,1,0,218,0,0,0,1,219,218,0,0,0,1,219,218,0,0,0,1,219,218,0,0,0,1,219,218,0,0,0,1,219,40,0,0,0,179,0,40,0,0,0,0,219,0,0,101,0,0,0,1,102,,,,
31045301026,31,3010,2006,537,1,1,1,0,536,0,0,0,1,537,536,0,0,0,1,537,535,0,1,0,1,537,535,0,1,0,1,537,535,0,1,0,1,537,115,0,0,0,422,0,115,0,0,0,0,535,0,0,243,0,0,0,1,244,,,,
31045301026,31,3010,0001,798,0,0,0,0,797,1,0,0,0,798,793,2,1,2,0,798,797,1,0,0,0,798,797,1,0,0,0,798,797,1,0,0,0,798,795,2,0,1,0,0,798,0,0,0,0,789,0,0,0,0,0,0,0,0,,,,
31045302026,31,3020,1001,842,0,0,0,0,838,3,1,0,0,842,838,3,1,0,0,842,838,3,1,0,0,842,838,3,1,0,0,842,838,3,1,0,0,842,837,4,1,0,0,0,842,0,0,0,0,842,0,0,0,0,0,0,0,0,,,,
31045302026,31,3020,2007,680,1,1,0,0,676,3,0,0,1,680,676,3,0,0,1,680,676,3,0,0,1,680,676,3,0,0,1,680,676,3,0,0,1,680,114,1,0,1,564,0,116,11,0,0,0,669,0,11,355,1,0,1,1,358,,,,
31045302026,31,3020,2008,666,2,1,4,1,657,7,0,1,1,666,656,7,1,1,1,666,655,7,1,2,1,666,655,7,1,2,1,666,655,7,1,2,1,666,115,1,1,1,547,1,119,9,1,0,0,656,0,10,300,1,0,1,0,302,,,,
31045302026,31,3020,2009,491,19,16,3,3,471,4,0,0,16,491,470,4,1,0,16,491,471,4,0,0,16,491,471,4,0,0,16,491,471,4,0,0,16,491,76,0,0,1,409,5,82,3,0,0,0,488,0,3,478,0,0,0,6,484,,,,
31045302026,31,3020,0001,"1,002",2,0,2,2,"1,001",1,0,0,0,"1,002",995,1,0,6,0,"1,002",998,1,3,0,0,"1,002",998,1,3,0,0,"1,002",998,1,3,0,0,"1,002",993,1,1,7,0,0,"1,002",0,0,0,0,"1,002",0,0,0,0,0,0,0,0,,,,
31045303026,31,3030,1010,"1,025",0,0,0,0,"1,023",2,0,0,0,"1,025","1,023",2,0,0,0,"1,025","1,022",2,0,1,0,"1,025","1,023",2,0,0,0,"1,025","1,023",2,0,0,0,"1,025","1,019",3,2,1,0,0,"1,025",0,0,0,0,"1,025",0,0,0,0,0,0,0,0,,,,
31045303026,31,3030,1011,997,0,0,0,0,992,5,0,0,0,997,992,5,0,0,0,997,991,5,1,0,0,997,992,5,0,0,0,997,992,5,0,0,0,997,985,6,2,4,0,0,997,0,0,0,0,997,0,0,0,0,0,0,0,0,,,,
31045303026,31,3030,1012,"1,203",0,0,0,0,"1,201",2,0,0,0,"1,203","1,202",1,0,0,0,"1,203","1,202",1,0,0,0,"1,203","1,202",1,0,0,0,"1,203","1,202",1,0,0,0,"1,203","1,194",5,2,1,800,0,"1,202",0,0,0,0,"2,003",0,0,0,0,0,0,0,0,,,,
31045303026,31,3030,2001,594,3,3,0,0,592,1,0,1,0,594,593,0,0,1,0,594,594,0,0,0,0,594,594,0,0,0,0,594,594,0,0,0,0,594,131,0,0,4,459,0,135,34,0,0,0,560,0,34,315,0,0,1,3,319,,,,
31045303026,31,3030,2002,497,0,0,0,0,493,4,0,0,0,497,493,4,0,0,0,497,493,4,0,0,0,497,493,4,0,0,0,497,493,4,0,0,0,497,62,1,0,0,434,0,63,0,0,0,0,497,0,0,270,2,0,0,0,272,,,,
31045303026,31,3030,2003,274,1,1,0,0,271,1,0,1,1,274,271,1,0,1,1,274,271,1,0,1,1,274,272,1,0,0,1,274,272,1,0,0,1,274,35,0,0,2,237,0,37,0,0,0,0,274,0,0,143,0,0,0,0,143,,,,
31045303026,31,3030,2005,539,1,1,0,0,532,2,1,3,1,539,532,2,1,3,1,539,531,2,1,4,1,539,536,2,0,0,1,539,536,2,0,0,1,539,73,0,0,1,465,0,74,0,0,0,0,539,0,0,85,0,0,1,0,86,,,,
31045303026,31,3030,2006,370,0,0,0,0,366,4,0,0,0,370,366,4,0,0,0,370,366,4,0,0,0,370,366,4,0,0,0,370,366,4,0,0,0,370,59,0,0,2,309,0,61,0,0,0,0,370,0,0,191,3,0,0,0,194,,,,
31045303026,31,3030,2008,519,0,0,0,0,519,0,0,0,0,519,519,0,0,0,0,519,519,0,0,0,0,519,519,0,0,0,0,519,519,0,0,0,0,519,94,0,0,0,425,0,94,0,0,0,0,519,0,0,248,0,2,0,0,250,,,,
31045303026,31,3030,2009,556,0,0,0,0,554,2,0,0,0,556,554,2,0,0,0,556,554,2,0,0,0,556,554,2,0,0,0,556,554,2,0,0,0,556,91,0,0,1,464,0,92,0,0,0,0,556,0,0,265,0,0,0,0,265,,,,
31045303026,31,3030,2010,586,0,0,0,0,582,4,0,0,0,586,582,4,0,0,0,586,583,3,0,0,0,586,584,2,0,0,0,586,584,2,0,0,0,586,118,1,0,0,467,0,119,23,0,0,0,563,0,23,280,0,1,0,0,281,,,,
31045303026,31,3030,2011,511,1,1,0,0,510,0,0,0,1,511,510,0,0,0,1,511,510,0,0,0,1,511,510,0,0,0,1,511,510,0,0,0,1,511,105,0,0,1,404,1,107,16,0,0,0,494,1,17,239,0,0,0,1,240,,,,
31045303026,31,3030,2012,606,1,0,0,1,603,3,0,0,0,606,603,3,0,0,0,606,600,3,1,2,0,606,600,3,1,2,0,606,600,3,1,2,0,606,99,0,0,0,507,0,99,0,0,0,0,606,0,0,288,1,0,0,0,289,,,,
31045303026,31,3030,2013,568,1,1,0,0,565,3,0,0,0,568,565,3,0,0,0,568,563,3,1,0,1,568,563,3,1,0,1,568,563,3,1,0,1,568,111,0,0,1,456,0,112,0,0,0,0,568,0,0,261,3,0,0,0,264,,,,
31045303026,31,3030,2014,505,0,0,0,0,503,2,0,0,0,505,503,2,0,0,0,505,504,1,0,0,0,505,504,1,0,0,0,505,504,1,0,0,0,505,59,0,0,0,446,0,59,11,0,0,0,494,0,11,277,2,0,0,0,279,,,,
31045303026,31,3030,0011,"2,001",2,1,0,1,"1,994",6,0,0,1,"2,001","1,990",8,2,0,1,"2,001","1,994",6,0,0,1,"2,001","1,994",6,0,0,1,"2,001","1,994",6,0,0,1,"2,001","1,978",9,6,7,0,1,"2,001",0,0,0,0,"2,001",0,0,0,0,0,0,0,0,,,,
31045303026,31,3030,0012,"2,000",1,0,0,1,"1,993",5,0,2,0,"2,000","1,994",5,0,1,0,"2,000","1,995",5,0,0,0,"2,000","1,995",5,0,0,0,"2,000","1,995",5,0,0,0,"2,000","1,992",6,1,1,2,0,"2,000",0,0,0,0,"2,000",0,0,0,0,0,0,0,0,,,,
