Immunization School Survey Report 2004-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCDT,Region,District,School,Total Sch. Enroll.,Total - NC,Unduplic.,Total Excluded,NC-PE Only,Polio Prot.,Polio Rel.,Polio Med.,Polio App. Sch.,Polio UP/NC,Polio Total,DTP Prot.,DTP-Rel.,DTP-Med.,DTP-AS,DTP-UP/NC,DTP-Total,Meas. Prot.,Meas. Rel.,Meas. Med.,Meas. AS,Meas. UP/NC,Meas. Total,Rubella Prot.,Rubella-Rel.,Rubella-Med.,Rubella-AS,Rubella-UP/NC,Rubella-Total,Mump Prot.,Mump Rel.,Mump Med.,Mump AS,Mump UP/NC,Mump Total,HepB Prot.,HepB Rel.,HepB Med.,HepB AS,HepB Excluded,HepB UP/NC,HepB Total,Hib Prot.,Hib Rel.,Hib Med.,Hib AS,Hib Excluded,Hib UP/NC,Hib Total,Cpox Prot.,Cpox Rel.,Cpox Med.,Cpox AS,Cpox UP/NC,Cpox Total,,,,
02044133017,02,1330,2001,117,0,0,0,0,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,32,0,0,0,0,0,32,20,0,0,0,12,0,20,53,0,0,0,0,53,,,,
Totals Johnson County,,,,"1,708",2,2,2,0,"1,703",4,0,0,1,"1,708","1,700",4,0,2,2,"1,708","1,703",4,0,0,1,"1,708","1,703",4,0,0,1,"1,708","1,703",4,0,0,1,"1,708","1,435",1,0,1,607,1,"1,438",180,0,0,0,"1,864",1,181,623,1,0,0,1,625,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kane County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31045001X10,31,001X,n/a,280,3,2,3,1,279,0,0,0,1,280,279,0,0,0,1,280,280,0,0,0,0,280,280,0,0,0,0,280,280,0,0,0,0,280,152,0,0,0,128,0,152,28,0,0,0,252,0,28,103,0,0,0,0,103,,,,
31045002X11,31,002X,n/a,16,2,2,2,0,16,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,16,16,0,0,0,0,16,3,0,0,0,12,1,4,0,0,0,0,16,0,0,4,0,0,0,1,5,,,,
31045003Y11,31,003Y,n/a,66,7,7,0,0,60,1,0,1,4,66,59,1,0,1,5,66,61,1,0,0,4,66,61,1,0,0,4,66,61,1,0,0,4,66,56,2,0,2,0,6,66,0,0,0,0,66,0,0,0,0,0,0,0,0,,,,
31045005Z01,31,005Z,n/a,420,0,0,0,0,418,2,0,0,0,420,418,2,0,0,0,420,418,2,0,0,0,420,418,2,0,0,0,420,418,2,0,0,0,420,298,2,0,0,120,0,300,43,0,0,0,377,0,43,110,0,0,0,0,110,,,,
31045007X06,31,007X,n/a,202,0,0,0,0,202,0,0,0,0,202,201,0,1,0,0,202,201,0,1,0,0,202,201,0,1,0,0,202,201,0,1,0,0,202,100,0,1,0,101,0,101,32,0,0,0,170,0,32,94,0,0,0,0,94,,,,
31045008X10,31,008X,n/a,701,0,0,0,0,699,0,2,0,0,701,700,0,1,0,0,701,700,0,1,0,0,701,700,0,1,0,0,701,700,0,1,0,0,701,332,0,1,5,363,0,338,40,0,0,0,661,0,40,103,0,1,0,0,104,,,,
31045009X16,31,009X,n/a,126,14,14,0,0,120,6,0,0,0,126,119,6,1,0,0,126,118,5,1,0,2,126,118,5,1,0,2,126,118,5,1,0,2,126,53,3,0,0,68,2,58,44,3,0,0,78,1,48,72,5,0,0,10,87,,,,
31045010X06,31,010X,n/a,380,1,0,0,1,376,3,0,1,0,380,374,3,0,3,0,380,374,4,0,2,0,380,374,4,0,2,0,380,374,4,0,2,0,380,119,0,0,3,258,0,122,94,0,0,2,284,0,96,93,2,0,1,0,96,,,,
31045013Y10,31,013Y,n/a,406,32,30,0,2,396,1,0,0,9,406,383,1,0,0,22,406,397,1,0,0,8,406,401,1,0,0,4,406,401,1,0,0,4,406,396,2,0,0,0,8,406,0,0,0,0,406,0,0,0,0,0,0,0,0,,,,
31045014Y10,31,014Y,n/a,460,0,0,0,0,460,0,0,0,0,460,455,5,0,0,0,460,460,0,0,0,0,460,460,0,0,0,0,460,460,0,0,0,0,460,450,10,0,0,0,0,460,0,0,0,0,460,0,0,0,0,0,0,0,0,,,,
31045015Z01,31,015Z,n/a,205,0,0,0,0,204,0,0,1,0,205,202,0,0,3,0,205,204,0,0,1,0,205,204,0,0,1,0,205,204,0,0,1,0,205,199,0,0,6,0,0,205,6,0,0,0,199,0,6,10,0,0,0,0,10,,,,
31045016X16,31,016X,n/a,104,3,3,0,0,99,1,0,1,3,104,99,1,0,1,3,104,99,1,0,1,3,104,99,1,0,1,3,104,99,1,0,1,3,104,89,1,0,0,11,3,93,89,1,0,0,11,3,93,99,1,0,1,3,104,,,,
31045017X10,31,017X,n/a,231,3,3,0,0,229,0,0,0,2,231,226,0,2,0,3,231,229,0,0,0,2,231,229,0,0,0,2,231,229,0,0,0,2,231,112,0,0,0,117,2,114,29,0,0,0,200,2,31,72,0,0,0,3,75,,,,
31045019Y10,31,019Y,n/a,454,0,0,0,0,454,0,0,0,0,454,453,0,1,0,0,454,454,0,0,0,0,454,454,0,0,0,0,454,454,0,0,0,0,454,447,0,3,4,0,0,454,0,0,0,0,454,0,0,0,0,0,0,0,0,,,,
31045021X10,31,021X,n/a,291,9,9,291,0,282,0,0,0,9,291,282,0,0,0,9,291,282,0,0,0,9,291,282,0,0,0,9,291,282,0,0,0,9,291,140,0,0,0,147,4,144,29,0,0,0,261,1,30,117,0,0,0,3,120,,,,
31045022X10,31,022X,n/a,203,0,0,0,0,198,0,5,0,0,203,198,0,5,0,0,203,198,0,5,0,0,203,198,0,5,0,0,203,198,0,5,0,0,203,83,0,6,0,114,0,89,30,0,0,0,173,0,30,99,0,1,0,0,100,,,,
31045023Y10,31,023Y,n/a,466,14,9,0,5,463,0,2,0,1,466,461,0,2,0,3,466,463,0,2,0,1,466,463,0,2,0,1,466,463,0,2,0,1,466,461,0,2,1,0,2,466,0,0,0,0,466,0,0,0,0,0,0,0,0,,,,
31045024X06,31,024X,n/a,182,0,0,0,0,172,0,0,10,0,182,172,0,0,10,0,182,172,0,0,10,0,182,172,0,0,10,0,182,172,0,0,10,0,182,174,0,0,8,0,0,182,20,0,0,6,156,0,26,75,0,0,6,0,81,,,,
31045025X10,31,025X,n/a,222,16,14,0,2,210,0,0,0,12,222,211,0,0,0,11,222,211,0,0,0,11,222,212,0,0,0,10,222,212,0,0,0,10,222,103,0,0,0,113,6,109,21,0,0,0,201,1,22,84,0,0,0,4,88,,,,
31045026X10,31,026X,n/a,290,12,10,0,2,282,2,0,0,6,290,282,2,0,0,6,290,283,1,0,0,6,290,286,0,0,0,4,290,286,0,0,0,4,290,154,1,0,1,130,4,160,47,0,0,0,237,6,53,135,0,0,0,4,139,,,,
31045027X10,31,027X,n/a,241,0,0,0,0,239,2,0,0,0,241,239,2,0,0,0,241,239,2,0,0,0,241,239,2,0,0,0,241,239,2,0,0,0,241,113,1,0,0,127,0,114,24,0,0,0,217,0,24,49,0,0,0,0,49,,,,
31045028S01,31,028S,n/a,144,0,0,0,0,144,0,0,0,0,144,144,0,0,0,0,144,144,0,0,0,0,144,144,0,0,0,0,144,144,0,0,0,0,144,144,0,0,0,0,0,144,0,0,0,0,144,0,0,0,0,0,0,0,0,,,,
31045029X10,31,029X,n/a,231,0,0,0,0,229,0,0,2,0,231,229,0,0,2,0,231,231,0,0,0,0,231,231,0,0,0,0,231,231,0,0,0,0,231,99,0,0,1,131,0,100,0,0,0,0,231,0,0,74,0,0,4,0,78,,,,
31045030X01,31,030X,n/a,80,0,0,0,0,73,7,0,0,0,80,73,7,0,0,0,80,73,7,0,0,0,80,73,7,0,0,0,80,73,7,0,0,0,80,44,2,0,0,34,0,46,29,1,0,0,50,0,30,51,2,0,0,0,53,,,,
31045031X10,31,031X,n/a,189,5,5,0,0,186,0,0,0,3,189,188,0,0,0,1,189,186,0,0,0,3,189,188,0,0,0,1,189,188,0,0,0,1,189,88,0,0,0,101,0,88,18,0,0,0,171,0,18,66,0,0,0,0,66,,,,
31045032X10,31,032X,n/a,537,3,3,0,0,529,6,1,0,1,537,531,6,0,0,0,537,529,7,0,0,1,537,529,5,2,0,1,537,529,5,2,0,1,537,230,3,1,1,301,1,236,0,0,0,0,537,0,0,175,1,0,0,0,176,,,,
31045033X06,31,033X,n/a,231,14,14,0,0,218,3,0,3,7,231,220,3,0,2,6,231,222,3,0,1,5,231,222,3,0,1,5,231,222,3,0,1,5,231,80,1,0,1,141,8,90,74,1,0,1,152,3,79,123,2,0,2,7,134,,,,
31045034X10,31,034X,n/a,84,1,1,0,0,83,0,0,0,1,84,83,0,0,0,1,84,84,0,0,0,0,84,84,0,0,0,0,84,84,0,0,0,0,84,44,0,0,0,40,0,44,0,0,0,0,84,0,0,23,0,0,0,0,23,,,,
31045035X10,31,035X,n/a,519,6,5,0,1,517,0,0,0,2,519,517,0,0,0,2,519,517,0,0,0,2,519,518,0,0,0,1,519,518,0,0,0,1,519,233,0,0,0,284,2,235,31,0,0,0,488,0,31,149,0,0,0,1,150,,,,
31045037X10,31,037X,n/a,288,6,6,0,0,288,0,0,0,0,288,288,0,0,0,0,288,286,0,0,0,2,288,288,0,0,0,0,288,288,0,0,0,0,288,135,0,0,0,151,2,137,17,0,0,0,270,1,18,78,0,0,0,1,79,,,,
31045038X10,31,038X,n/a,87,0,0,87,0,87,0,0,0,0,87,87,0,0,0,0,87,87,0,0,0,0,87,87,0,0,0,0,87,87,0,0,0,0,87,43,0,0,0,44,0,43,7,0,0,0,80,0,7,36,0,0,0,0,36,,,,
31045039X10,31,039X,n/a,281,0,0,0,0,280,0,1,0,0,281,280,0,1,0,0,281,280,0,1,0,0,281,280,0,1,0,0,281,280,0,1,0,0,281,138,0,0,1,142,0,139,36,0,0,0,245,0,36,119,0,1,0,0,120,,,,
31045040X26,31,040X,n/a,68,1,1,0,0,67,1,0,0,0,68,67,1,0,0,0,68,67,1,0,0,0,68,67,1,0,0,0,68,67,1,0,0,0,68,0,0,0,0,68,0,0,67,1,0,0,0,0,68,66,1,0,0,1,68,,,,
31045045Z26,31,045Z,n/a,827,6,6,827,0,806,15,0,0,6,827,803,18,0,0,6,827,799,18,4,0,6,827,799,18,4,0,6,827,799,18,4,0,6,827,541,14,3,0,263,6,564,119,0,0,0,708,0,119,229,2,0,0,0,231,,,,
31045046022,31,0460,1003,557,2,2,1,0,555,0,0,0,2,557,556,0,0,0,1,557,556,0,0,0,1,557,556,0,0,0,1,557,556,0,0,0,1,557,554,0,0,2,0,1,557,0,0,0,0,557,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,1004,"1,119",1,1,1,0,"1,114",1,0,3,1,"1,119","1,117",1,0,0,1,"1,119","1,115",1,2,0,1,"1,119","1,115",1,2,0,1,"1,119","1,115",1,2,0,1,"1,119","1,112",1,5,0,0,1,"1,119",0,0,0,0,"1,119",0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,1005,513,6,3,6,3,513,0,0,0,0,513,511,0,0,0,2,513,511,0,0,0,2,513,511,0,0,0,2,513,511,0,0,0,2,513,510,0,0,1,0,2,513,0,0,0,0,513,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,1006,790,21,20,21,1,781,0,0,3,6,790,771,0,0,5,14,790,780,0,0,5,5,790,780,0,0,5,5,790,780,0,0,5,5,790,776,0,0,8,0,8,792,0,0,0,0,790,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,1007,538,3,3,3,0,538,0,0,0,0,538,537,0,0,0,1,538,538,0,0,0,0,538,538,0,0,0,0,538,538,0,0,0,0,538,536,0,0,0,0,2,538,0,0,0,0,538,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,1008,859,7,6,7,1,855,0,0,0,4,859,855,0,0,0,4,859,853,0,1,0,5,859,854,0,0,0,5,859,854,0,0,0,5,859,849,0,1,4,0,5,859,0,0,0,0,859,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,1009,812,0,0,0,0,811,0,1,0,0,812,810,0,1,1,0,812,811,0,1,0,0,812,811,0,1,0,0,812,811,0,1,0,0,812,810,0,0,2,0,0,812,0,0,0,0,812,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,1045,828,3,1,3,2,813,0,1,13,1,828,815,0,1,11,1,828,817,0,2,8,1,828,825,0,0,2,1,828,825,0,0,2,1,828,801,2,4,19,0,2,828,0,0,0,0,828,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,2006,556,28,28,3,0,526,0,0,2,28,556,525,0,0,3,28,556,524,0,0,4,28,556,524,0,0,4,28,556,524,0,0,4,28,556,0,0,0,12,539,5,17,0,0,0,0,556,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,2007,628,20,19,2,1,608,2,0,0,18,628,610,0,0,0,18,628,608,0,1,0,19,628,610,0,0,0,18,628,610,0,0,0,18,628,127,0,0,2,495,4,133,150,0,0,0,478,0,150,180,0,0,2,9,191,,,,
31045046022,31,0460,2008,379,5,3,5,2,377,0,0,0,2,379,378,0,0,0,1,379,377,0,0,0,2,379,378,0,0,0,1,379,378,0,0,0,1,379,67,0,0,4,308,0,71,0,0,0,0,379,0,0,193,0,0,0,0,193,,,,
31045046022,31,0460,2009,672,0,0,1,0,666,3,2,1,0,672,666,3,1,2,0,672,661,3,6,2,0,672,660,3,7,2,0,672,660,3,7,2,0,672,206,2,1,1,462,0,210,0,0,0,0,672,0,0,267,2,4,1,0,274,,,,
31045046022,31,0460,2010,502,3,2,3,1,492,2,1,5,2,502,492,2,1,5,2,502,492,3,0,5,2,502,500,1,1,0,0,502,501,1,0,0,0,502,496,0,0,6,0,0,502,0,0,0,0,502,0,0,500,0,1,1,0,502,,,,
31045046022,31,0460,2011,537,5,4,5,1,533,0,0,0,4,537,533,0,0,0,4,537,536,0,0,0,1,537,536,0,0,0,1,537,536,0,0,0,1,537,537,0,0,0,0,0,537,0,0,0,0,537,0,0,536,0,0,0,1,537,,,,
31045046022,31,0460,2012,415,2,1,2,1,412,0,0,2,1,415,410,0,0,4,1,415,409,0,0,5,1,415,409,0,0,5,1,415,409,0,0,5,1,415,45,0,0,1,369,0,46,0,0,0,0,415,0,0,65,0,0,0,0,65,,,,
31045046022,31,0460,2013,552,4,2,4,2,550,0,0,1,1,552,547,0,0,3,2,552,549,0,0,1,2,552,549,0,0,1,2,552,549,0,0,1,2,552,155,0,0,3,394,0,158,0,0,0,0,552,0,0,240,0,0,0,0,240,,,,
31045046022,31,0460,2015,504,3,1,3,2,500,0,0,4,0,504,500,0,0,4,0,504,501,0,0,3,0,504,501,0,0,3,0,504,501,0,0,3,0,504,144,0,0,7,352,1,152,18,0,0,0,486,0,18,88,0,0,0,0,88,,,,
31045046022,31,0460,2016,454,0,0,0,0,450,0,0,4,0,454,449,0,0,5,0,454,453,0,0,1,0,454,453,0,0,1,0,454,453,0,0,1,0,454,52,0,0,3,399,0,55,0,0,0,0,454,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,2017,526,13,12,13,1,519,0,0,0,7,526,518,0,0,0,8,526,518,0,0,0,8,526,518,0,0,0,8,526,518,0,0,0,8,526,175,0,0,0,347,4,179,0,0,0,0,526,0,0,173,0,0,0,4,177,,,,
31045046022,31,0460,2019,422,17,17,17,0,410,2,0,0,10,422,410,2,0,0,10,422,409,2,1,1,9,422,409,2,1,1,9,422,409,2,1,1,9,422,117,0,0,1,300,4,122,0,0,0,0,422,0,0,117,0,0,0,0,117,,,,
31045046022,31,0460,2020,553,17,17,17,0,540,1,0,0,12,553,540,1,0,0,12,553,539,1,0,1,12,553,539,1,0,1,12,553,539,1,0,1,12,553,81,0,0,2,465,5,88,0,0,0,0,553,0,0,235,0,0,0,0,235,,,,
31045046022,31,0460,2021,526,17,15,17,2,508,4,0,0,14,526,507,4,0,0,15,526,509,4,0,0,13,526,509,4,0,0,13,526,509,4,0,0,13,526,79,0,0,0,444,3,82,0,0,0,0,526,0,0,238,4,0,0,5,247,,,,
31045046022,31,0460,2022,716,0,0,3,0,714,0,0,2,0,716,715,0,0,1,0,716,716,0,0,0,0,716,716,0,0,0,0,716,716,0,0,0,0,716,278,0,0,4,434,0,282,125,0,0,0,591,0,125,395,0,0,0,0,395,,,,
31045046022,31,0460,2024,430,0,0,0,0,428,0,0,2,0,430,429,0,0,1,0,430,428,0,0,2,0,430,428,0,0,2,0,430,428,0,0,2,0,430,136,0,0,7,287,0,143,0,0,0,0,430,0,0,179,0,0,0,0,179,,,,
31045046022,31,0460,2025,415,3,2,3,1,413,0,0,1,1,415,414,0,0,1,0,415,410,4,1,0,0,415,410,4,1,0,0,415,410,4,1,0,0,415,131,2,0,4,278,0,137,0,0,0,0,415,0,0,163,0,0,0,1,164,,,,
31045046022,31,0460,2026,460,2,2,2,0,455,0,0,5,0,460,455,0,0,5,0,460,454,0,0,6,0,460,454,0,0,6,0,460,454,0,0,6,0,460,63,0,0,1,396,0,64,0,0,0,0,460,0,0,62,0,0,0,2,64,,,,
31045046022,31,0460,2027,623,24,21,24,3,599,3,1,1,19,623,600,3,0,2,18,623,600,3,0,2,18,623,604,3,0,0,16,623,604,3,0,0,16,623,141,1,0,2,477,2,146,0,0,0,0,623,0,0,281,1,0,0,10,292,,,,
31045046022,31,0460,2028,603,5,3,5,2,596,0,0,0,7,603,595,0,1,0,7,603,593,0,0,0,10,603,600,0,0,0,3,603,600,0,0,0,3,603,153,0,0,6,444,0,159,0,0,0,0,603,0,0,274,0,0,0,0,274,,,,
31045046022,31,0460,2029,470,11,8,11,3,466,0,0,0,4,470,466,0,0,0,4,470,468,0,0,0,2,470,468,0,0,0,2,470,468,0,0,0,2,470,102,0,0,6,361,1,109,9,0,0,0,461,0,9,146,0,1,0,2,149,,,,
31045046022,31,0460,2031,605,20,13,20,7,596,1,2,0,6,605,596,1,2,0,6,605,593,1,3,0,8,605,593,1,3,0,8,605,593,1,3,0,8,605,172,0,1,5,422,5,183,0,0,0,0,605,0,0,266,0,0,0,5,271,,,,
31045046022,31,0460,2032,575,5,5,5,0,568,0,0,2,5,575,570,0,0,0,5,575,570,0,0,0,5,575,570,0,0,0,5,575,570,0,0,0,5,575,172,0,0,3,400,0,175,0,0,0,0,575,0,0,235,0,0,0,0,235,,,,
31045046022,31,0460,2034,413,0,0,0,0,410,1,0,2,0,413,411,1,0,1,0,413,412,1,0,0,0,413,412,1,0,0,0,413,412,1,0,0,0,413,116,0,0,6,291,0,122,0,0,0,0,413,0,0,149,0,0,0,0,149,,,,
31045046022,31,0460,2036,454,0,0,0,0,450,0,0,4,0,454,449,0,0,5,0,454,453,0,0,1,0,454,453,0,0,1,0,454,453,0,0,1,0,454,52,0,0,3,399,0,55,0,0,0,0,454,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,2037,603,8,7,1,1,597,1,0,0,5,603,597,1,0,0,5,603,595,1,2,0,5,603,595,1,2,0,5,603,595,1,2,0,5,603,152,0,2,0,451,0,154,0,0,0,0,603,0,0,245,0,3,0,2,250,,,,
31045046022,31,0460,2038,440,0,0,0,0,439,0,1,0,0,440,439,0,1,0,0,440,438,0,1,1,0,440,438,0,1,1,0,440,438,0,1,1,0,440,116,0,1,0,323,0,117,0,0,0,0,440,0,0,190,0,0,0,0,190,,,,
31045046022,31,0460,2042,539,12,9,12,3,529,2,0,1,7,539,529,2,0,1,7,539,528,2,2,0,7,539,528,2,2,0,7,539,528,2,2,0,7,539,133,0,2,0,401,3,138,0,0,0,0,539,0,0,240,1,2,0,3,246,,,,
31045046022,31,0460,2043,607,17,16,6,1,585,8,0,0,14,607,585,8,0,0,14,607,584,8,1,0,14,607,584,8,1,0,14,607,584,8,1,0,14,607,191,3,3,4,401,5,206,0,0,0,0,607,0,0,205,3,0,0,5,213,,,,
31045046022,31,0460,2044,798,0,0,0,0,793,2,0,3,0,798,793,2,0,3,0,798,794,2,0,2,0,798,796,2,0,0,0,798,796,2,0,0,0,798,214,0,0,4,580,0,218,0,0,0,0,798,0,0,327,0,0,0,0,327,,,,
31045046022,31,0460,2047,640,0,0,5,0,634,5,1,0,0,640,634,5,1,0,0,640,634,5,1,0,0,640,634,5,1,0,0,640,634,5,1,0,0,640,206,2,1,0,431,0,209,0,0,0,0,640,0,0,256,2,0,0,0,258,,,,
31045046022,31,0460,2048,556,0,0,3,0,552,0,4,0,0,556,554,0,2,0,0,556,553,0,3,0,0,556,553,0,3,0,0,556,552,0,4,0,0,556,157,0,1,1,431,0,159,0,0,0,0,640,0,0,139,0,3,0,0,142,,,,
31045046022,31,0460,2049,623,0,0,0,0,622,1,0,0,0,623,622,1,0,0,0,623,622,1,0,0,0,623,622,1,0,0,0,623,622,1,0,0,0,623,225,1,0,0,397,0,226,0,0,0,0,623,0,0,197,1,0,0,0,198,,,,
31045046022,31,0460,2050,698,3,3,3,0,698,0,0,0,0,698,692,3,0,0,3,698,690,3,2,0,3,698,692,3,0,0,3,698,692,3,0,0,3,698,697,0,0,1,0,0,698,0,0,0,0,698,0,0,697,3,0,0,3,703,,,,
31045046022,31,0460,2051,596,0,0,0,0,594,2,0,0,0,596,594,2,0,0,0,596,594,2,0,0,0,596,594,2,0,0,0,596,594,2,0,0,0,596,182,0,0,0,414,0,182,0,0,0,0,596,0,0,237,0,0,0,0,237,,,,
31045046022,31,0460,2052,712,2,2,2,0,705,3,2,2,0,712,704,3,2,3,0,712,703,3,4,2,0,712,703,3,4,2,0,712,703,3,4,2,0,712,379,1,1,2,319,0,383,168,1,0,1,532,0,170,331,3,0,0,2,336,,,,
31045046022,31,0460,2053,490,11,11,2,0,477,2,0,1,10,490,477,2,0,1,10,490,477,2,0,0,11,490,477,2,0,0,11,490,477,2,0,0,11,490,149,0,1,2,336,2,154,0,0,0,0,490,0,0,273,1,0,0,7,281,,,,
31045046022,31,0460,2054,727,0,0,0,0,725,1,0,1,0,727,725,1,1,0,0,727,726,1,0,0,0,727,726,1,0,0,0,727,726,1,0,0,0,727,256,1,0,2,468,0,259,157,1,0,0,569,0,158,281,1,0,0,0,282,,,,
31045046022,31,0460,2055,584,14,7,7,7,576,1,0,0,7,584,584,0,0,0,0,584,584,0,0,0,0,584,584,0,0,0,0,584,584,0,0,0,0,584,171,0,0,0,406,7,178,0,0,0,0,584,0,0,230,0,0,0,0,230,,,,
31045046022,31,0460,2056,601,0,0,0,0,595,4,0,2,0,601,594,4,0,3,0,601,595,4,1,1,0,601,595,4,1,1,0,601,595,4,1,1,0,601,118,2,1,2,478,0,123,137,2,0,0,462,0,139,338,3,2,0,0,343,,,,
31045046022,31,0460,3036,150,25,23,0,2,150,0,0,0,0,150,131,0,0,0,19,150,150,0,0,0,0,150,150,0,0,0,0,150,150,0,0,0,0,150,145,0,1,0,0,4,150,0,0,0,0,150,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,3048,91,2,2,2,0,91,0,0,0,0,91,89,0,0,0,2,91,91,0,0,0,0,91,91,0,0,0,0,91,91,0,0,0,0,91,91,0,0,0,0,0,91,0,0,0,0,91,0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,3049,280,0,0,0,0,279,1,0,0,0,280,279,1,0,0,0,280,278,1,1,0,0,280,278,1,1,0,0,280,278,1,1,0,0,280,278,1,0,1,0,0,280,280,0,0,0,0,0,280,278,1,1,0,0,280,,,,
31045046022,31,0460,0001,"2,344",4,2,4,2,"2,340",3,0,1,0,"2,344","2,337",5,1,1,0,"2,344","2,338",3,0,1,2,"2,344","2,340",3,0,1,0,"2,344","2,340",3,0,1,0,"2,344","2,330",6,3,5,0,0,"2,344",0,0,0,0,"2,344",0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,0002,"2,546",4,4,4,0,"2,532",5,3,3,3,"2,546","2,531",5,3,4,3,"2,546","2,536",5,3,1,1,"2,546","2,536",5,3,1,1,"2,546","2,536",5,3,1,1,"2,546","2,518",0,0,25,0,3,"2,546",0,0,0,0,"2,546",0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,0003,"2,311",144,125,144,19,"2,280",0,2,0,29,"2,311","2,272",0,3,0,36,"2,311","2,289",0,2,0,20,"2,311","2,289",0,2,0,20,"2,311","2,289",0,2,0,20,"2,311","2,268",4,1,0,394,43,"2,316",0,0,0,0,"2,311",0,0,0,0,0,0,0,0,,,,
31045046022,31,0460,0004,"3,069",34,28,34,6,"3,044",0,0,0,25,"3,069","3,022",8,1,10,28,"3,069","3,030",7,7,0,25,"3,069","3,030",7,7,0,25,"3,069","3,030",7,7,0,25,"3,069","3,022",6,6,0,10,25,"3,059",0,0,0,0,"3,069",0,0,0,0,0,0,0,0,,,,
31045047X01,31,047X,n/a,97,0,0,0,0,86,11,0,0,0,97,86,11,0,0,0,97,86,11,0,0,0,97,86,11,0,0,0,97,86,11,0,0,0,97,39,3,0,0,55,0,42,10,0,0,0,87,0,10,42,4,0,0,0,46,,,,
31045048X06,31,048X,n/a,52,4,4,0,0,48,0,0,0,4,52,48,0,0,0,4,52,48,0,0,0,4,52,48,0,0,0,4,52,48,0,0,0,4,52,15,0,0,0,35,2,17,9,0,0,0,42,1,10,29,0,0,0,4,33,,,,
31045049X26,31,049X,n/a,94,0,0,0,0,86,5,0,3,0,94,85,5,0,4,0,94,83,5,0,6,0,94,83,5,0,6,0,94,83,5,0,6,0,94,49,4,0,6,35,0,59,30,3,0,1,60,0,34,40,10,0,3,0,53,,,,
31045051X16,31,051X,n/a,84,0,0,0,0,82,2,0,0,0,84,82,2,0,0,0,84,82,2,0,0,0,84,82,2,0,0,0,84,82,2,0,0,0,84,82,2,0,0,0,0,84,82,2,0,0,0,0,84,82,2,0,0,0,84,,,,
31045053X14,31,053X,n/a,141,1,1,1,0,140,0,0,0,1,141,140,0,0,0,1,141,140,0,0,0,1,141,140,0,0,0,1,141,140,0,0,0,1,141,140,0,0,0,0,1,141,94,0,0,0,46,1,95,140,0,0,0,1,141,,,,
31045054Z02,31,054Z,n/a,20,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,20,0,0,0,0,20,11,0,0,0,9,0,11,0,0,0,0,20,0,0,6,0,0,0,0,6,,,,
31045071S19,31,071S,n/a,109,0,0,3,0,108,1,0,0,0,109,108,1,0,0,0,109,108,1,0,0,0,109,108,1,0,0,0,109,108,1,0,0,0,109,62,1,4,0,42,0,67,0,0,0,0,109,0,0,0,0,0,0,0,0,,,,
31045072Z26,31,072Z,n/a,430,0,0,0,0,416,14,0,0,0,430,407,14,1,8,0,430,414,11,3,2,0,430,411,14,3,2,0,430,411,14,3,2,0,430,277,24,4,1,124,0,306,11,1,0,0,418,0,12,81,1,0,1,0,83,,,,
31045073X16,31,073X,n/a,98,0,0,0,0,96,0,2,0,0,98,96,0,2,0,0,98,96,0,2,0,0,98,96,0,2,0,0,98,96,0,2,0,0,98,60,0,0,0,38,0,60,44,0,0,0,54,0,44,70,2,0,0,0,72,,,,
31045085X26,31,085X,n/a,145,0,0,0,0,143,1,1,0,0,145,143,1,1,0,0,145,141,3,1,0,0,145,143,1,1,0,0,145,141,3,1,0,0,145,67,4,1,0,140,0,72,0,0,0,0,144,0,0,32,0,0,0,0,32,,,,
31045089X16,31,089X,n/a,186,0,0,0,0,185,0,1,0,0,186,185,0,1,0,0,186,185,0,1,0,0,186,185,0,1,0,0,186,185,0,1,0,0,186,112,0,0,0,74,0,112,112,0,0,0,74,0,112,98,0,0,0,0,98,,,,
